pointID,SITE  NAME,EIS Facility ID,STATE,State-County,Pollutant,Pollutant Type,Emissions (Tons),Facility Type,Street Address,NAICS,EPA Region,FIPS,Latitude,Longitude
134,Domestic Linen Supply Co,1754911,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,Dry Cleaner - Petroleum Solvent,4131 N Ravenswood Ave,Linen Supply,5,17031,41.95714,-87.673419
135,Ed Miniat LLC,3354611,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00005,Food Products Processing Plant,16250 Vincennes Rd,Meat Processed from Carcasses,5,17031,41.59825,-87.629014
136,Elkay Plumbing Products Co,1759511,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,Unspecified,2700 S 17th Ave,All Other Miscellaneous Fabricated Metal Product Manufacturing,5,17031,41.854223,-87.853941
137,Envirite of Illinois Inc,3337711,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00167,Unspecified,16435 S Center Ave,Hazardous Waste Treatment and Disposal,5,17031,41.590415,-87.644746
138,Ester Solutions,8189311,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00002,Chemical Plant,5851 W 73rd St,All Other Miscellaneous Chemical Product and Preparation Manufacturing,5,17031,41.758689,-87.767414
139,Evans Food Products Co,3229711,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00008,Food Products Processing Plant,4118 S Halsted St,Other Snack Food Manufacturing,5,17031,41.81954,-87.646573
140,Evanston Hospital,7299411,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0,"Institutional (school, hospital, prison, etc.)",2650 Ridge Ave,General Medical and Surgical Hospitals,5,17031,42.066159,-87.68442
141,ExxonMobil Oil Corporation,1931911,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00004,Unspecified,3801 S Cicero Ave,Petroleum Bulk Stations and Terminals,5,17031,41.823232,-87.740116
142,Fareva Morton Grove Inc,2268411,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00003,Unspecified,6901 Golf Rd,Soap and Other Detergent Manufacturing,5,17031,42.053999,-87.797363
143,Federal-Mogul Corp,1881911,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0,Printing/Publishing Facility,7450 N McCormick Blvd,"Gasket, Packing, and Sealing Device Manufacturing",5,17031,42.015981,-87.713
144,Ferrara Candy Co,3200911,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00003,Unspecified,2945 W 31st St,Confectionery Manufacturing from Purchased Chocolate,5,17031,41.836093,-87.699054
145,Ferrara Candy Co,2295511,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00004,Unspecified,3000 W Washington Blvd,Confectionery Manufacturing from Purchased Chocolate,5,17031,41.880416,-87.870086
146,Fervalue USA Inc,1865211,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00007,Unspecified,3401 Mount Prospect Rd,Confectionery Manufacturing from Purchased Chocolate,5,17031,41.93786,-87.917964
147,Fisk Electric Generating Station,1731811,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00006,Electricity Generation via Combustion,1111 W Cermak Rd,Fossil Fuel Electric Power Generation,5,17031,41.8508,-87.6533
148,Fluid Handling LLC,2268711,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.0005,Unspecified,8200 Austin Ave,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",5,17031,42.028861,-87.778432
149,Fontanini Foods LLC,10782511,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00008,Unspecified,8751 W 50th St,Meat Processed from Carcasses,5,17031,41.799274,-87.837744
150,Ford Motor Co,5413411,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00005,Automobile/Truck or Parts Plant,1000 E Lincoln Hwy,Motor Vehicle Metal Stamping,5,17031,41.503522,-87.601409
151,Ford Motor Co,7317011,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00025,Automobile/Truck or Parts Plant,12600 S Torrence Ave,Automobile and Light Duty Motor Vehicle Manufacturing,5,17031,41.663722,-87.561409
152,Fresenius Kabi USA LLC,2266111,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00003,Pharmaceutical Manufacturing,2020 N Ruby St,Pharmaceutical Preparation Manufacturing,5,17031,41.912311,-87.870362
153,Fuchs Lubricants Co,3338511,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00002,Unspecified,17050 Lathrop Ave,Petroleum Lubricating Oil and Grease Manufacturing,5,17031,41.58044,-87.642526
154,GCP Applied Technologies,17933711,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0,Unspecified,6050 W 51st St,All Other Miscellaneous Chemical Product and Preparation Manufacturing,5,17031,41.800752,-87.773466
155,GCP Applied Technologies Inc,2336511,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,Chemical Plant,6051 W 65th St,All Other Miscellaneous Chemical Product and Preparation Manufacturing,5,17031,41.773446,-87.773904
156,Gelita USA Inc,929711,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00009,Chemical Plant,10 Wentworth Ave,All Other Miscellaneous Chemical Product and Preparation Manufacturing,5,17031,41.626625,-87.530043
157,General III LLC,18948311,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00007,Unspecified,11600 S Burley Ave,Recyclable Material Merchant Wholesalers,5,17031,41.684417,-87.548552
158,General Services Administration,1949511,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00004,Unspecified,219 S Dearborn,Lessors of Nonresidential Buildings (except Miniwarehouses),5,17031,41.878723,-87.628852
159,Glenbrook Hospital,2308611,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0,"Institutional (school, hospital, prison, etc.)",2100 Pfingsten Rd,General Medical and Surgical Hospitals,5,17031,42.093526,-87.852795
160,Gold Eagle Co,2665411,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,Unspecified,4400 S Kildare Ave,Petroleum Lubricating Oil and Grease Manufacturing,5,17031,41.813463,-87.733954
161,Griffith Foods Inc,7321311,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0,Unspecified,12200 S Central Ave,All Other Miscellaneous Food Manufacturing,5,17031,41.672193,-87.760052
162,H Kramer & Co,1730711,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00249,Secondary Copper Smelting/Refining Plant,1339 W 21st St,"Copper Rolling, Drawing, Extruding, and Alloying",5,17031,41.85386,-87.659974
163,Heritage Asphalt LLC,3354911,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,Unspecified,4950 W 41st St,Petroleum Bulk Stations and Terminals,5,17031,41.818025,-87.745697
164,Hidden Valley Mfg-Wheeling,10791711,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00004,Unspecified,1197 Willis Ave,Fruit and Vegetable Canning,5,17031,42.11909,-87.92128
165,Holcim (US) Inc,1778711,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00013,Unspecified,2150 E 130th St,Other Nonmetallic Mineral Mining and Quarrying,5,17031,41.659995,-87.570645
166,Hood Container Corp,2751211,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00002,Unspecified,4800 S Austin,Corrugated and Solid Fiber Box Manufacturing,5,17031,41.804576,-87.774658
167,Horween Leather Co,1773811,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00002,Unspecified,2015 N Elston Ave,Leather and Hide Tanning and Finishing,5,17031,41.918727,-87.667429
168,Humboldt Park Health,1848911,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0,"Institutional (school, hospital, prison, etc.)",1044 N Francisco Ave,General Medical and Surgical Hospitals,5,17031,41.900726,-87.699998
169,Imperial Zinc Corp,7300511,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.0005,Secondary Copper Smelting/Refining Plant,1031 E 103rd St,"Copper Rolling, Drawing, Extruding, and Alloying",5,17031,41.70676,-87.597904
170,IMTT - Lemont,2646411,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00004,Unspecified,13589 Main St,Other Warehousing and Storage,5,17031,41.692782,-87.951101
171,Indium Corp of America,10789111,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00307,Fabricated Metal Products Plant,80 N Scott St,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",5,17031,42.028725,-87.976912
172,Industrial Council of Northwest Chicago,3214111,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0,Unspecified,2023 W Carroll Ste 280,Lessors of Nonresidential Buildings (except Miniwarehouses),5,17031,41.887394,-87.677922
173,Industrial Motion Control LLC,3392511,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0,Unspecified,1444 S Wolf Rd,All Other Miscellaneous Fabricated Metal Product Manufacturing,5,17031,42.105987,-87.911169
174,Ingredion Inc,946411,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.21322,Wet Corn Mill,6400 S Archer Ave,Wet Corn Milling and Starch Manufacturing,5,17031,41.775132,-87.822356
175,Inland Die Casting Inc,3392211,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.0015,"Foundries, non-ferrous",161 Carpenter Ave,Nonferrous Metal Die-Casting Foundries,5,17031,42.129695,-87.921525
176,Innophos Inc,7315311,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00006,Unspecified,612 E 138th St,Other Basic Inorganic Chemical Manufacturing,5,17031,41.646323,-87.607217
177,Innophos Inc,1762811,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00005,Unspecified,1101 Arnold St,Synthetic Dye and Pigment Manufacturing,5,17031,41.51217,-87.618873
178,International Paper Co,1831711,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00004,Unspecified,100 E Oakton St,Corrugated and Solid Fiber Box Manufacturing,5,17031,42.024269,-87.917267
179,International Paper Co,2748411,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0,Unspecified,401 Northwest Ave,Corrugated and Solid Fiber Box Manufacturing,5,17031,41.911902,-87.917458
180,International Paper Co,2293511,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00002,Unspecified,5300 W 73rd St,Corrugated and Solid Fiber Box Manufacturing,5,17031,41.761324,-87.754994
181,James Walker Mfg Co,2309311,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.0015,Unspecified,511 W 195th St,"Gasket, Packing, and Sealing Device Manufacturing",5,17031,41.535838,-87.628956
182,John Crane Inc,2268311,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,Unspecified,6400 Oakton St,"Gasket, Packing, and Sealing Device Manufacturing",5,17031,42.028478,-87.787019
183,John H Stroger Jr Hospital of Cook Co,1894911,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00002,"Institutional (school, hospital, prison, etc.)",1901 W Harrison St,General Medical and Surgical Hospitals,5,17031,41.872269,-87.674297
184,KA Steel Chemicals Inc,3212711,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,Chemical Plant,15185 Main St,Other Basic Inorganic Chemical Manufacturing,5,17031,41.680941,-87.989859
185,Kappa Products Corp,1768811,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,Food Products Processing Plant,1301 E 99th St,Soybean and Other Oilseed Processing,5,17031,41.714535,-87.592047
186,Keystone Bar Products Inc,10927811,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00637,Steel Mill,317 E 11th St,Iron and Steel Mills and Ferroalloy Manufacturing,5,17031,41.513201,-87.621295
187,Kinder Morgan Liquid Terminals LP,559511,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00003,Unspecified,8500 W 68th St,Other Warehousing and Storage,5,17031,41.767962,-87.831849
188,Kinder Morgan Liquids Terminals LLC,8188911,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00003,Unspecified,12200 S Stony Island Ave,Other Warehousing and Storage,5,17031,41.668445,-87.581256
189,Koppers Inc,8137811,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00011,Chemical Plant,3900 S Laramie Ave,Synthetic Dye and Pigment Manufacturing,5,17031,41.820499,-87.750807
190,Kraft Heinz Foods Co,2308811,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00003,Unspecified,801 Waukegan Rd,Research and Development in Nanotechnology,5,17031,42.069108,-87.797857
191,Kropp Forge,1931411,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00006,Industrial Machinery or Equipment Plant,5301 W Roosevelt Rd,Machine Tool Manufacturing,5,17031,41.864242,-87.758257
192,Lake Book Mfg,16566811,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0,Unspecified,2085 Cornell Ave,Support Activities for Printing,5,17031,41.913967,-87.875
193,Lakeside Lithography LLC,2753011,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0,Printing/Publishing Facility,1600 S Laflin St,Commercial Printing (except Screen and Books),5,17031,41.859414,-87.664665
194,Land-o-Frost Inc,3212111,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00002,Unspecified,16850 Chicago Ave,Animal (except Poultry) Slaughtering,5,17031,41.588555,-87.545146
195,Lansing Municipal Airport,2752411,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.12462,Airport,194th And Burnham,Other Airport Operations,5,17031,41.539867,-87.527626
196,Lawrence Foods Inc,2716811,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,Unspecified,2200 Lunt Ave,All Other Miscellaneous Food Manufacturing,5,17031,42.002749,-87.947667
197,Light Logic of IL dba Framburg,7313711,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00009,Unspecified,941 Cernan Dr,Residential Electric Lighting Fixture Manufacturing,5,17031,41.875074,-87.867444
198,Loyola University Medical Center,7333511,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00016,"Institutional (school, hospital, prison, etc.)",2160 S 1st Ave,"Colleges, Universities, and Professional Schools",5,17031,41.856893,-87.837549
199,Macy's North,1764811,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00002,Unspecified,111 N State St,Warehouse Clubs and Supercenters,5,17031,41.883902,-87.627038
200,Madden Mental Health Center,2648311,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00002,Unspecified,1200 S 1st Ave,Lessors of Nonresidential Buildings (except Miniwarehouses),5,17031,41.863461,-87.836058
201,Marriott Motor Hotel,1772611,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,Unspecified,8535 W Higgins Rd,Hotels (except Casino Hotels) and Motels,5,17031,41.9853,-87.842063
202,Mars Wrigley Confectionery US LLC,3203311,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00005,Unspecified,2019 N Oak Park Ave,Confectionery Manufacturing from Purchased Chocolate,5,17031,41.917251,-87.793459
203,Marvel Group Inc,1773211,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,Unspecified,3843 W 43rd St,Office Furniture (except Wood) Manufacturing,5,17031,41.814691,-87.720191
204,Material Sciences Corp,7316911,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,Unspecified,2300 E Pratt Blvd,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",5,17031,41.99945,-87.945815
205,Menasha Packaging Co LLC,3340711,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,Unspecified,4545 W Palmer St,All Other Industrial Machinery Manufacturing,5,17031,41.920188,-87.74073
206,Merchandise Mart Properties Inc,1765011,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00003,Unspecified,222 Merchandise Mart Plaza,Lessors of Nonresidential Buildings (except Miniwarehouses),5,17031,41.88869,-87.636174
207,Methodist Hospital,1849111,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00003,"Institutional (school, hospital, prison, etc.)",5025 N Paulina St,General Medical and Surgical Hospitals,5,17031,41.972854,-87.670412
208,Metra,2782211,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00002,Unspecified,147 W 47th St,Short Line Railroads,5,17031,41.805735,-87.630285
209,Metropolitan Biosolids Management,10927911,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00003,Unspecified,6001 W Pershing Rd,Sewage Treatment Facilities,5,17031,41.817046,-87.764088
210,Metropolitan Pier & Exposition Authority,3359611,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00002,Unspecified,600 E Grand Ave,All Other Amusement and Recreation Industries,5,17031,41.891803,-87.604152
211,Metropolitan Pier & Exposition Authority,3357911,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00014,Steam/Heating Facility,2211 S Dr Martin Luther King Dr,Convention and Trade Show Organizers,5,17031,41.852748,-87.617842
212,Metropolitan W R D of Greater Chicago,2734511,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,Wastewater Treatment Facility,1200 E Sycamore Ave,Sewage Treatment Facilities,5,17031,42.000228,-88.13813
213,Metropolitan Water Reclamation,1770511,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00003,Wastewater Treatment Facility,400 E 130th St,Sewage Treatment Facilities,5,17031,41.665278,-87.607855
214,Metropolitan Water Reclamation District,1892911,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,Wastewater Treatment Facility,3500 W Howard St,Sewage Treatment Facilities,5,17031,42.020201,-87.717059
215,Meyer Steel Drum Inc,1732311,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00004,Unspecified,3201 S Millard,Electronic and Precision Equipment Repair and Maintenance,5,17031,41.834119,-87.715211
216,Midwestern Rust Proof Inc,7298611,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,Unspecified,3636 N Kilbourn Ave,"Electroplating, Plating, Polishing, Anodizing, and Coloring",5,17031,41.947532,-87.740558
217,Mondelez Global LLC,3201211,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00005,Unspecified,7300 S Kedzie Ave,Cookie and Cracker Manufacturing,5,17031,41.758892,-87.705313
218,Motorola Solutions Inc,2631711,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,Unspecified,2000 Progress Pkwy,Telephone Apparatus Manufacturing,5,17031,42.066136,-88.049142
219,MWRDGC-Egan Wrp,2648911,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00004,Wastewater Treatment Facility,550 S Meacham,Sewage Treatment Facilities,5,17031,42.018531,-88.038315
220,Nalco Production LLC,930511,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00014,Chemical Plant,6216 W 66th Pl,All Other Miscellaneous Chemical Product and Preparation Manufacturing,5,17031,41.771348,-87.777899
221,National Technology Inc,7315111,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00094,Unspecified,1101 Carnegie St,Bare Printed Circuit Board Manufacturing,5,17031,42.098586,-88.028651
222,Navistar Inc,2288411,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,Unspecified,10400 W North Ave,Other Engine Equipment Manufacturing,5,17031,41.910625,-87.879982
223,Naylor Pipe Co,1733511,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00002,Unspecified,1230 E 92nd St,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,5,17031,41.728339,-87.593124
224,Nelsen Steel & Wire Co Inc,1865711,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.0045,Unspecified,9400 W Belmont Ave,Rolled Steel Shape Manufacturing,5,17031,41.938961,-87.861662
225,Nobert Plating Co,7322311,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00216,Unspecified,1445 N Pulaski Rd,"Electroplating, Plating, Polishing, Anodizing, and Coloring",5,17031,41.907406,-87.726075
226,Northwestern University,1948711,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,"Institutional (school, hospital, prison, etc.)",2020 Ridge Ave,"Colleges, Universities, and Professional Schools",5,17031,42.054816,-87.674477
227,Nufarm Americas Inc,7414211,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00002,Unspecified,220 E 17th St,Pesticide and Other Agricultural Chemical Manufacturing,5,17031,41.500125,-87.627543
228,OSI Industries LLC,1755211,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00003,Unspecified,4201 S Ashland Ave,Frozen Specialty Food Manufacturing,5,17031,41.81767,-87.663604
229,OSI Industries LLC,2750911,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00006,Unspecified,4900 S Major Ave,Animal (except Poultry) Slaughtering,5,17031,41.803123,-87.765453
230,Owens-Corning Corp,559311,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.03373,Hot Mix Asphalt Plant,5824 S Archer Rd,Asphalt Shingle and Coating Materials Manufacturing,5,17031,41.784732,-87.818156
231,Packaging Corporation of America DBA PCA-Chicago Container,16801611,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00004,Unspecified,5445 W 73rd St,Corrugated and Solid Fiber Box Manufacturing,5,17031,41.758199,-87.757562
232,Pal-Waukee,2649411,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.14994,Airport,1020 S Plant Rd,Other Airport Operations,5,17031,42.113296,-87.901882
233,Peoples Gas Light & Coke Co,1778611,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0,Unspecified,1241 W Division St,Natural Gas Distribution,5,17031,41.902322,-87.658172
234,Peoples Gas Light & Coke Co,1748111,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,Unspecified,3200 E 98th St,Natural Gas Distribution,5,17031,41.717837,-87.546645
235,Peoples Gas Light & Coke Co,1776411,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,Unspecified,3625 W 73rd St,Natural Gas Distribution,5,17031,41.760137,-87.713709
236,Pepsi-Cola General Bottlers Inc,1748011,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00002,Food Products Processing Plant,650 W 51st St,Soft Drink Manufacturing,5,17031,41.802898,-87.641863
237,Perfection Plating Inc,3979911,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,Unspecified,775 Morse Ave,"Electroplating, Plating, Polishing, Anodizing, and Coloring",5,17031,41.999403,-87.976383
238,Perfection Plating Inc,15469111,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,Unspecified,1521 Morse Ave,"Electroplating, Plating, Polishing, Anodizing, and Coloring",5,17031,41.999521,-87.96238
239,Perkins Products Inc,2278311,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00007,Unspecified,7025 W 66th Pl,Petroleum Lubricating Oil and Grease Manufacturing,5,17031,41.770895,-87.796867
240,Polychem Services Inc,1930611,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00002,Unspecified,374 E Joe Orr Rd,Paint and Coating Manufacturing,5,17031,41.515617,-87.62395
241,Precision Plating Co,1909211,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00185,Unspecified,4123 W Peterson Ave,"Electroplating, Plating, Polishing, Anodizing, and Coloring",5,17031,41.989711,-87.732618
242,Presence Resurrection Medical Center,1895911,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0,"Institutional (school, hospital, prison, etc.)",7435 W Talcott Ave,General Medical and Surgical Hospitals,5,17031,41.986355,-87.814988
243,Primrose Candy Factory,2561811,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00002,Unspecified,4111 W Parker Ave,Confectionery Manufacturing from Purchased Chocolate,5,17031,41.930519,-87.729949
244,Progress Rail Locomotive Inc,2453611,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00005,Steam/Heating Facility,9301 W 55th St,Steam and Air-Conditioning Supply,5,17031,41.79472,-87.844441
245,PVS Chemical Solutions Inc,1731411,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0,Chemical Plant,12260 S Carondolet Ave,Synthetic Dye and Pigment Manufacturing,5,17031,41.672212,-87.551584
246,QTG Development Inc-Pepsico,2714911,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00002,Unspecified,617 W Main St,Research and Development in Nanotechnology,5,17031,42.152526,-88.14765
247,Quality Snack Foods Inc,14591511,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00003,Unspecified,3750 W 131st St,Other Snack Food Manufacturing,5,17031,41.655362,-87.714753
248,Real Alloy Recycling LLC,7322411,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.001,Secondary Copper Smelting/Refining Plant,400 E Lincoln Hwy,Secondary Smelting and Alloying of Aluminum,5,17031,41.505176,-87.617121
249,Regina Dominican High School,1759211,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,"Institutional (school, hospital, prison, etc.)",701 Locust Rd,Elementary and Secondary Schools,5,17031,42.075369,-87.744561
250,Reliable Plating Corp,7336911,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,Unspecified,1538 W Lake St,"Electroplating, Plating, Polishing, Anodizing, and Coloring",5,17031,41.885676,-87.66606
251,Rich Products - Niles,4828811,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,Unspecified,6200 Mulford St,All Other Miscellaneous Food Manufacturing,5,17031,42.023228,-87.781988
252,RML Specialty Hospital,2735011,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,"Institutional (school, hospital, prison, etc.)",5601 S County Line Rd,General Medical and Surgical Hospitals,5,17031,41.78612,-87.915486
253,Roosevelt University,1949411,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0,"Institutional (school, hospital, prison, etc.)",425 S Wabash Ave,"Colleges, Universities, and Professional Schools",5,17031,41.876392,-87.625162
254,Royal Continental Box Co,1932111,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0,Unspecified,1301 S 47th Ave,Corrugated and Solid Fiber Box Manufacturing,5,17031,41.863642,-87.74106
255,S & C Electric Co,3204011,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00005,Unspecified,6601 N Ridge Blvd,Switchgear and Switchboard Apparatus Manufacturing,5,17031,42.002313,-87.676617
256,Safety-Kleen Systems Inc,1917811,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00005,Unspecified,633 E 138th St,All Other Business Support Services,5,17031,41.6426,-87.605855
257,Saint Anthony Hospital,1849811,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0,"Institutional (school, hospital, prison, etc.)",2875 W 19th St,General Medical and Surgical Hospitals,5,17031,41.854994,-87.698038
258,Saporito Finishing Co,8300411,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00002,Unspecified,3119 S Austin Blvd,"Electroplating, Plating, Polishing, Anodizing, and Coloring",5,17031,41.835226,-87.772721
259,Schaumburg Municipal Helistop,9715111,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00181,Airport,Unknown,Airport Operations,5,17031,42.047786,-88.052649
260,Senior Flexonics,2715211,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,Unspecified,300 E Devon Ave,All Other Miscellaneous Fabricated Metal Product Manufacturing,5,17031,41.989528,-88.178374
261,Sherwin-Williams Co,1731011,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00005,Unspecified,11700 S Cottage Grove,Paint and Coating Manufacturing,5,17031,41.681245,-87.608389
262,Siemens Medical Solutions USA Inc,3210811,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0,Unspecified,2501 N Barrington Rd,Surgical and Medical Instrument Manufacturing,5,17031,42.070827,-88.138675
263,Signode Industrial Group LLC,2308311,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00002,Unspecified,3620 W Lake Ave,Rolled Steel Shape Manufacturing,5,17031,42.089695,-87.845798
264,Signode-Bridgeview,2551411,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.3165,Fabricated Metal Products Plant,7701 W 71st St,All Other Miscellaneous Fabricated Metal Product Manufacturing,5,17031,41.761432,-87.812356
265,Sims Recycling Solutions,7314311,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00035,Secondary Copper Smelting/Refining Plant,3700 N Runge Ave,"Copper Rolling, Drawing, Extruding, and Alloying",5,17031,41.944858,-87.911035
